DataCode,DataDesc,Chat,Jess,Jess0,Label
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],go back 1,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],who just changed theirs,SESU-P,SESU,1.0
5000,sent [chat] of [type],i had my value,CMC-S,CMC,2.0
5000,sent [chat] of [type],close but no cigar,CMC-S,CMC,2.0
5000,sent [chat] of [type],I was trying values,CEC-R,CEC,4.0
5000,sent [chat] of [type],Im at my original now,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],"how close do we have to be, like whats percent error",SESU-P,SESU,1.0
5000,sent [chat] of [type],hold up I just had it,CMC-S,CMC,2.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],I think it is exact,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],who changed a second ago,CMC-G,CMC,2.0
5000,sent [chat] of [type],Ill try doing some calculations,CEC-R,CEC,4.0
5000,sent [chat] of [type],If we go one by one starting with circuit one it should help,CRF-F,CRF,9.0
5000,sent [chat] of [type],"Like if they get theirs, then I get mine, then circuit 3 goes",CRF-F,CRF,9.0
5000,sent [chat] of [type],It's kinda cheap but you can circumnavigate the calculations ya?,SESU-P,SESU,1.0
5000,sent [chat] of [type],I can not mathmaticly get mine,SSI-O,SSI,11.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],Yea ill try,SN-A,SN,10.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
5000,sent [chat] of [type],Can you put down your voltages again,SESU-P,SESU,1.0
5000,sent [chat] of [type],1.02,SSI-O,SSI,11.0
5000,sent [chat] of [type],3.87,SSI-O,SSI,11.0
5000,sent [chat] of [type],0.57,SSI-O,SSI,11.0
4400,performed [calculation] with [result],1.02+3.87+.57,CE-E,CE,5.0
5000,sent [chat] of [type],"North you go first and get yours, then I can try after and then East can clutch it up after",CEC-S,CEC,4.0
4400,performed [calculation] with [result],5.460000000000001*270,CE-E,CE,5.0
5000,sent [chat] of [type],I cant get mine it gets close but not there,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4400,performed [calculation] with [result],1474.2000000000003/270,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],"cuz anything that happens before your circuit will affect those after, try chilling there",CEC-S,CEC,4.0
5000,sent [chat] of [type],our combined is 5.46,SSI-O,SSI,11.0
5000,sent [chat] of [type],east go first. slowly,CEC-S,CEC,4.0
4400,performed [calculation] with [result],8-5.46,CE-E,CE,5.0
5000,sent [chat] of [type],how do we use that?,SESU-P,SESU,1.0
5000,sent [chat] of [type],lets say v0 is 2.54 which would make E = 8,SSI-O,SSI,11.0
4400,performed [calculation] with [result],5.46*270,CE-E,CE,5.0
4400,performed [calculation] with [result],1474.2/2.54,CE-E,CE,5.0
4400,performed [calculation] with [result],2.54/270,CE-E,CE,5.0
5000,sent [chat] of [type],which gives a current of .009407,SSI-O,SSI,11.0
5000,sent [chat] of [type],East adgust your resitor down,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],stay,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],im still well below mine so ill have to up my resistance at some point,CMC-S,CMC,2.0
4400,performed [calculation] with [result],1.02/.0094,CE-E,CE,5.0
5000,sent [chat] of [type],west bring yours up,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],stay,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4400,performed [calculation] with [result],.57/1.02,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],currently at 470,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],I am below my voltage,CMC-S,CMC,2.0
5000,sent [chat] of [type],east?,CMC-G,CMC,2.0
5000,sent [chat] of [type],im above,CMC-S,CMC,2.0
5000,sent [chat] of [type],Im gonna drop a little bit,CEC-R,CEC,4.0
5000,sent [chat] of [type],im below,CMC-S,CMC,2.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],west drop,CEC-S,CEC,4.0
5000,sent [chat] of [type],Mine and Norths resistance ratio need to be .56,CP-G,CP,8.0
5000,sent [chat] of [type],good,SESU-A,SESU,1.0
5000,sent [chat] of [type],now im sligtly below at 390,CMC-S,CMC,2.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],closer,CMC-S,CMC,2.0
4400,performed [calculation] with [result],1.02/3.87,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],Im under,CMC-S,CMC,2.0
5000,sent [chat] of [type],Mine and West resistance ratio need to be .2635,CP-G,CP,8.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4400,performed [calculation] with [result],.57/3.87,CE-E,CE,5.0
5000,sent [chat] of [type],who is under,SESU-P,SESU,1.0
5000,sent [chat] of [type],West and North ratio is .147,SSI-O,SSI,11.0
5000,sent [chat] of [type],im really under,CMC-S,CMC,2.0
5000,sent [chat] of [type],"how we wanna do that, wanna go from left to right?",SESU-P,SESU,1.0
5000,sent [chat] of [type],and bank off each others,SSI-O,SSI,11.0
5000,sent [chat] of [type],im set at 56 rn,SSI-O,SSI,11.0
5000,sent [chat] of [type],"I should have highest R in group, thats all ive got at this point",CRF-F,CRF,9.0
5000,sent [chat] of [type],"Guys guessing wont help, theres over 1000 combinations",SN-D,SN,10.0
5000,sent [chat] of [type],true dat,SN-A,SN,10.0
5000,sent [chat] of [type],okay who is under,SESU-P,SESU,1.0
5000,sent [chat] of [type],Think Math,SSI-O,SSI,11.0
5000,sent [chat] of [type],I'm under,CMC-S,CMC,2.0
5000,sent [chat] of [type],east?,CMC-G,CMC,2.0
5000,sent [chat] of [type],I'm Under,CMC-S,CMC,2.0
5000,sent [chat] of [type],how are we all under,SESU-P,SESU,1.0
5000,sent [chat] of [type],Im 3.76 and i need 3.87,SSI-O,SSI,11.0
5000,sent [chat] of [type],west wat is your resistance,SESU-P,SESU,1.0
5000,sent [chat] of [type],390,SSI-O,SSI,11.0
5000,sent [chat] of [type],bring it up a little,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],470 is closest up,SSI-O,SSI,11.0
5000,sent [chat] of [type],there now,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],I am now above,CMC-S,CMC,2.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],where is everybody at,SESU-P,SESU,1.0
5000,sent [chat] of [type],below,CMC-S,CMC,2.0
5000,sent [chat] of [type],4.02 and 3.87 is goal,SSI-O,SSI,11.0
5000,sent [chat] of [type],So Circuit one should be able to increase now,CRF-F,CRF,9.0
5000,sent [chat] of [type],east try to raise your voltage to just below your amount,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],hold there,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],Closest value,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],im back below,CMC-S,CMC,2.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],east what is your stat,SESU-P,SESU,1.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],below,CMC-S,CMC,2.0
5000,sent [chat] of [type],this means our amprage is too high,SSI-O,SSI,11.0
5000,sent [chat] of [type],will mine and norths affect easts?,SESU-P,SESU,1.0
5000,sent [chat] of [type],yes,SN-A,SN,10.0
5000,sent [chat] of [type],yes,SN-A,SN,10.0
5000,sent [chat] of [type],we need to have combined 580,CP-G,CP,8.0
5000,sent [chat] of [type],every body bring it up 1 values,CP-S,CP,8.0
5000,sent [chat] of [type],with the ratios I mentioned,SSI-O,SSI,11.0
5000,sent [chat] of [type],Of which I will need to be the highest,SSI-O,SSI,11.0
5000,sent [chat] of [type],yes,SN-A,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],west what is your valye,SESU-P,SESU,1.0
5000,sent [chat] of [type],no,SN-D,SN,10.0
5000,sent [chat] of [type],currently 470. Goal is 3.87,SSI-O,SSI,11.0
5000,sent [chat] of [type],That we can change from i  mean,SSI-O,SSI,11.0
5000,sent [chat] of [type],east?,CMC-G,CMC,2.0
4400,performed [calculation] with [result],3.87/1.02,CE-E,CE,5.0
5000,sent [chat] of [type],1.02,SSI-O,SSI,11.0
5000,sent [chat] of [type],wait nobody touch anything what is everybodys resistor values,CP-S,CP,8.0
5000,sent [chat] of [type],82,SSI-O,SSI,11.0
5000,sent [chat] of [type],470,SSI-O,SSI,11.0
5000,sent [chat] of [type],and i have .89,SSI-O,SSI,11.0
5000,sent [chat] of [type],120,SSI-O,SSI,11.0
4400,performed [calculation] with [result],470+120+82,CE-E,CE,5.0
5000,sent [chat] of [type],DCV set to 20 ya?,SESU-P,SESU,1.0
5000,sent [chat] of [type],actually can we just step back and start it all over,SESU-P,SESU,1.0
5000,sent [chat] of [type],Yea,SN-A,SN,10.0
4400,performed [calculation] with [result],672+270,CE-E,CE,5.0
5000,sent [chat] of [type],"we prob should, im down. North?",SN-A,SN,10.0
4400,performed [calculation] with [result],942*7.43,CE-E,CE,5.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],correct,CM-S,CM,7.0
5000,sent [chat] of [type],unknown value is 7 volts,SSI-O,SSI,11.0
5000,sent [chat] of [type],whose circuit is broke,CMC-G,CMC,2.0
5000,sent [chat] of [type],Howd u find that,SESU-P,SESU,1.0
5000,sent [chat] of [type],actually jk lets just use it,SSI-O,SSI,11.0
4400,performed [calculation] with [result],7/270,CE-E,CE,5.0
4400,performed [calculation] with [result],7/270,CE-E,CE,5.0
4400,performed [calculation] with [result],3.87/.0259,CE-E,CE,5.0
5000,sent [chat] of [type],I got that I should be at 150 ohms then but that seems low,SSI-O,SSI,11.0
5000,sent [chat] of [type],set it there,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],done,CEC-R,CEC,4.0
5000,sent [chat] of [type],whose broke,CMC-G,CMC,2.0
5000,sent [chat] of [type],way below goal voltage tho,CMC-S,CMC,2.0
5000,sent [chat] of [type],wait there,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],im above,CMC-S,CMC,2.0
5000,sent [chat] of [type],what about no,SESU-P,SESU,1.0
5000,sent [chat] of [type],east go one resistor value down,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],whos close,CMC-S,CMC,2.0
5000,sent [chat] of [type],.03 away from the goal,CMC-S,CMC,2.0
5000,sent [chat] of [type],im way below,CMC-S,CMC,2.0
5000,sent [chat] of [type],.03 away as well,CMC-S,CMC,2.0
5000,sent [chat] of [type],West what is your resistance?,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],150,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],go up,CEC-S,CEC,4.0
5000,sent [chat] of [type],west go up,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],stop there,CEC-S,CEC,4.0
5000,sent [chat] of [type],still below,CMC-S,CMC,2.0
5000,sent [chat] of [type],now what it is?,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],390,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],resistance value,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],ill try using reatios,CEC-R,CEC,4.0
5000,sent [chat] of [type],ratios,SESU-A,SESU,1.0
5000,sent [chat] of [type],go up 1 more west,CEC-S,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4400,performed [calculation] with [result],390/3.74,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
