,Text,Label
41986,Now if we take 0.00965 * R0 (which is 100) we will get the voltage drop across R0,CRF-F
41987,"if lion meets the voltage goal then i can do mine, since im 2nd in line",CRF-F
41988,"Because we are all in order, if we solve our resistor in a sequential order, that should work",CRF-F
41989,"well lets start from the beginning, If I do 1.43 (target)/.0275(A) then I get 52??",CRF-F
41990,"Well 3.14+6.71+1.43=11.28V, then 13-11.28 should be 1.72V for R0",CRF-F
41991,I is going to be the same for all of them so it should just be 2.25/680,CRF-F
41992,Im assuming V=I/R,CRF-F
41993,If currents the same acrossed all the resistors cant we just measure it with the multimeter,CRF-F
41994,the v should be 17.009259,CRF-F
41995,should be,CRF-F
41996,i think we need 2358.5 ohms,CRF-F
41997,I think v is 10.37,CRF-F
41998,that what we were trying earlier. we should be able to calculate R0's v because amps should be the same throughout the circuit,CRF-F
41999,"Since we all need equal voltage and the first resistor also needs 3.5V, I believe we need the same resistance as R0",CRF-F
42000,"If i set my resistor to 560 ohms I have 6.9 volts and if its set to 680 ohms, it is at 7.32 volts. my goal is 7.23",CRF-F
42001,they should all be the same I think,CRF-F
42002,"if we add ours together, the voltage drop over the first resistor is 11.47V",CRF-F
42003,so the current through our circuit should be about 20mA,CRF-F
42004,voltage over R0 should be 4.56,CRF-F
42005,current should be .0081428A,CRF-F
42006,"well if they are all have the same resistance drop then they shold be the same resistance, what are you ona?",CRF-F
42007,i think we gotta do this mathematically....,CRF-F
42008,guess its milliamps,CRF-F
42009,current should all be the same,CRF-F
42010,so 17.6 should hold true for everyone,CRF-F
42011,I think that means everything should have the same resistance,CRF-F
42012,That means the current should be 4.87 /  270,CRF-F
42013,Should be 4.91,CRF-F
42014,"Okay, then the current should be 4.91 / 270",CRF-F
42015,"So if you divide your target voltage by that value for current, you should get your resistance",CRF-F
42016,I got that mine should be about 180,CRF-F
42017,If we just use the defaults then we can find the voltages for each of us and the current for the circuit,CRF-F
42018,I think it should be 17 V,CRF-F
42019,If you break the path and then measure the voltage across the break it returns 17,CRF-F
42020,Each resistor should be 220 ohms I guess,CRF-F
42021,mine should be 220,CRF-F
42022,pot should be 470,CRF-F
42023,pan should be 390,CRF-F
42024,the current should be the same idk why its different,CRF-F
42025,okay explained how to use what we learned last class as a strategy to find the two unknowns,CRF-F
42026,if thats the current i think the resistance for r0 would be 1k,CRF-F
42027,Thats the very first resistance that is already given I think,CRF-F
42028,I think you have to do E=I/R to find I,CRF-F
42029,so together thats 9.26V but i think we have to add the voltage from R0 also,CRF-F
42030,if thats what we are supposed to do I got 15.55 but you might need to change yours to 1K too first,CRF-F
42031,should be 17.94,CRF-F
42032,if you lot can get close then let me know,CRF-F
42033,"if then, we have 4.032",CRF-F
42034,i think we have to change our resistors too,CRF-F
42035,if everyone divided their goal voltage by .008,CRF-F
42036,it should be your resistor value,CRF-F
42037,If that's the case E should be 15.86V,CRF-F
42038,"Cause we can't find I unless we have E, but we don't know E",CRF-F
42039,Well if V=IxR We can use I=V/R by adding all the voltage and resistances together and using I=V/R maybe?,CRF-F
42040,I think it's our best shot right now. I have no idea how else we would calculate it,CRF-F
42041,"everything should be the same value, so if that's true we can plug that in for IxR0",CRF-F
42042,If I put it down one then i am under,CRF-F
42043,i think it represents a resistance thats already on there,CRF-F
42044,im using a pretty high resistor so if i decrease it or increase it its gonna jump pretty low/high,CRF-F
42045,if i go up we jump to 5v,CRF-F
42046,I think E is 8.14 volts,CRF-F
42047,So R1 should have the bigger resistance,CRF-F
42048,if i go to 390 i get 4.77,CRF-F
42049,i believe the sum should be 1000,CRF-F
42050,so if we add up ours and subtract it from the total voltage,CRF-F
42051,we can get the voltage of r0,CRF-F
42052,ok so i think we have to do it one a a time,CRF-F
42053,if we all have the same voltage we should have the same resistance,CRF-F
42054,we have to add all of them up,CRF-F
42055,and that should be Rt,CRF-F
42056,so if everyone is at 820 resistance the Rt should be 3280,CRF-F
42057,so if we start with 1k r,CRF-F
42058,so then we can do what we did last time to find r0 volts,CRF-F
42059,i think  thats supposed to be r0 resistance,CRF-F
42060,so our current is 3.86 mili amps i think,CRF-F
42061,maybe cuz were all trying to get a reading at the same time,CRF-F
42062,our Resistors prob have to be diff,CRF-F
42063,well it would have to be total resistance,CRF-F
42064,it will change every time i change resistance,CRF-F
42065,i think we need share voltage now then plus them together,CRF-F
42066,so in theory it should be the sum of all our targets,CRF-F
42067,if we change all of resistor to150,CRF-F
42068,thats gonna be 4 150 resistors,CRF-F
42069,well we should have the same,CRF-F
42070,"Huh, I think it changes as we all add on our changes",CRF-F
42071,should be 220 for you i think,CRF-F
42072,it should be same across all those,CRF-F
42073,"well according to my current and del V, I should be a 355.799 ohm",CRF-F
42074,so if we have 6 ma witrh 4k ohm resistance,CRF-F
42075,should be the 68ohm one,CRF-F
42076,24 volts was if we used that 4k ohm load,CRF-F
42077,so if we inch our way up by adding R,CRF-F
42078,maybe we get to our desired V total with the wrong ohms,CRF-F
42079,we can find the total resistance we have to reach,CRF-F
42080,so if i up mine it should reach 4.52,CRF-F
42081,then we know the total resistance between our 3 resistors,CRF-F
42082,i think we are supposed to figure out how to get 4.5 volts overall cause all of our circuts are connected,CRF-F
42083,if anyone changes anything,CRF-F
42084,it changes everyones values,CRF-F
42085,"it should by like 560,680 or 820",CRF-F
42086,"so if R = 10 for all of ours, the Req = 420",CRF-F
42087,Well if we all change ours that's gonna change,CRF-F
42088,okay one value might be off then,CRF-F
42089,that should work,CRF-F
42090,it should be 9/120,CRF-F
42091,i think if we all go up one it should be closer,CRF-F
42092,that shouldnt be true,CRF-F
42093,ok so if red goes up then me and green go down in volts,CRF-F
42094,"you guys might need to go above yours, and I might need to bring you down]",CRF-F
42095,i think im 2 so i go second hawk are you 3,CRF-F
42096,So on 470 it's 2.15 but on the next one up it's like way too high,CRF-F
42097,4 came up when we had different ones so maybe two should be the same and another can change it up as a trial,CRF-F
42098,if Req 150+r1+r2+r3 and i is 8/150+r1+r2+r3 then its just going to give us 8 for v when you use v=iReq,CRF-F
42099,this one should work,CRF-F
42100,I think if everybody changes their resistance to 820 ohms we would all have 3.75 V,CRF-F
42101,bc if it does then we need a total of only 386,CRF-F
42102,All of the currents should be the same,CRF-F
42103,oh maybe someone has a break in their circuit so that's changing everybody elses to 0,CRF-F
42104,It might be R1,CRF-F
42105,so you should just be able to do goal = (your resistance/ 1.98 kohms) * 13 to find your resistanc,CRF-F
42106,mine should be at 360 ohms,CRF-F
42107,mine should be around 290,CRF-F
42108,Should be 7.15,CRF-F
42109,i think if we put all of ours to 680 we will get 2.5,CRF-F
42110,I think were gonna have to have different resistances,CRF-F
42111,yeah if we have to same resistance we'll have the same voltage,CRF-F
42112,there has to be a math way to fo this,CRF-F
42113,"we just enter one i think, like our voltages right now equal 13.06, so if we choose E to be 14, then r0's voltage would be .94",CRF-F
42114,so I think since the current is the same throughout then if we have the same resistance the voltage would be the same,CRF-F
42115,i think we might have different once,CRF-F
42116,think this might be it,CRF-F
42117,it should be IxR,CRF-F
42118,the relationship between I and R should be the same for all of them,CRF-F
42119,Maybe if all 3 of our resistances add up to 470 it will work,CRF-F
42120,I think once hawk changes we might be good,CRF-F
42121,Maybe it needs E,CRF-F
42122,Upping your resistance decreases your voltage.,CRF-F
42123,I think,CRF-F
42124,I think when you guys change yours it changes on our screens as well,CRF-F
42125,I think messing with the green wires is how we change the voltages,CRF-F
42126,We want our current to be 170,CRF-F
42127,new theory^,CRF-F
42128,Haha dont think our strategy will work from last time,CRF-F
42129,so i think that the setting on the meter should be 20 then,CRF-F
42130,im the first circuit so I think my resistor needs to be the smallest,CRF-F
42131,"if we solve ohms law, the resistance should be 60 if we want the voltage across the resistor to be 4.5",CRF-F
42132,I think it changes based on what each other puts,CRF-F
42133,btw the goal is to get all resistors correct. we all have a different resistor in the circuit.,CRF-F
42134,"so red will have the highest resistance, ill have the medium most and green should have the smallest resitor",CRF-F
42135,"which means I= 0.00957... amps, and we each need ~470 volts on our resistor i think",CRF-F
42136,if you make your resistance higher it will take up more volts,CRF-F
42137,okay so if 1.45=120*I,CRF-F
42138,the current is 0.012083,CRF-F
42139,"If I got to 82 ohms, I'm at .65, if I go to 100 ohms, I'm .78. I need .69",CRF-F
42140,i think it is becasue we are all changing our resistors at the same time,CRF-F
42141,I think it works it we all keep clicking stuff till we get the right answers,CRF-F
42142,"Interesting, the beginning question is the same as the tutorial",CRF-R
42143,well we have 4 R,CRF-R
42144,ok so we know the total current,CRF-R
42145,and the voltage across 3 of the resistors,CRF-R
42146,however we don't know Rt,CRF-R
42147,This time the answer require diffent volts on each resistor,CRF-R
42148,E is unknow,CRF-R
42149,damn its different now,CRF-R
42150,and there's a fourth resistor that we know nothing about,CRF-R
42151,all of our circuits are linked together,CRF-R
42152,Are your leads connected to the resistor? All of our resistors are connected to the same curcuit,CRF-R
42153,each of us have a resistor,CRF-R
42154,"So the circuit starts off at 13 Volts, an original resistor that we have no control over is at 150 Ohms",CRF-R
42155,so same question,CRF-R
42156,ok so its all the same,CRF-R
42157,"okay, so i think we are all supposed to combine our boards, beacuse ini the picture at the bottom it has circut one, circut two, circut three and thats like each of us",CRF-R
42158,this ones a guessing game,CRF-R
42159,it should be the same,CRF-R
42160,each same resistance same voltage drop,CRF-R
42161,ours need to be about double the next,CRF-R
42162,then we can increase,CRF-R
42163,ok so then its like last time. v=ir to get our resistances based on our goal voltages,CRF-R
42164,adding the voltages is like doing a kirchoff,CRF-R
42165,ya cuz the circuit is still the same as the last time. resistors in series.,CRF-R
42166,oh wait no i meant like we should all get the same current in this problem. not the same current as the last problem,CRF-R
42167,How can it be different we're in series,CRF-R
42168,Current should be the same in series. Game obviously broken,CRF-R
42169,All of our resistors added up give R0,CRF-R
42170,"the current is just a constant tho, right? since we are in series",CRF-R
42171,The current changes when the resistance in other circuits are changed,CRF-R
42172,Got it this one is harder,CRF-R
42173,All voltage drops need to add up to source voltage.,CRF-R
